,rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
4955,m/lets_scare_jessica_to_death,Tony Mastroianni,FALSE,Cleveland Press,Rotten,,9/2/2006,Jessica has moments of terror and a bloody finale but it is mostly after-the-fact shock rather than well plotted and built-up suspense.
4956,m/lets_scare_jessica_to_death,David Nusair,FALSE,Reel Film Reviews,Rotten,4-Feb,10/6/2006,"Superb title aside, Let's Scare Jessica to Death generally isn't able to live up to its reputation as a hidden gem within the horror genre."
4957,m/lets_scare_jessica_to_death,Chuck O'Leary,FALSE,FulvueDrive-in.com,Rotten,10-Mar,5/31/2007,"A very mild, very dull mystery with supernatural undertones that's mostly a long, slow buildup for an unsatisfying conclusion of little sense."
4958,m/lets_scare_jessica_to_death,Felix Vasquez Jr.,FALSE,Cinema Crazed,Fresh,2.5/4,4/29/2009,Hancock nails the pure dementia of the situation with scenic settings that feel utterly claustrophobic at all times...
4959,m/lets_scare_jessica_to_death,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Rotten,C,11/9/2011,"Great title, lousy film."
4960,m/lets_scare_jessica_to_death,Paul Chambers,FALSE,Movie Chambers,Fresh,B-,9/16/2013,A promising exercise in weirdness that will have you hanging until the end.
4961,m/lets_scare_jessica_to_death,Stefan Kanfer,TRUE,TIME Magazine,Rotten,,2/8/2018,"With the exception of Zohra Lampert's subtle and knowledgeable performance, no one in the cast has enough substance even to be considered humanoid."
4962,m/lets_scare_jessica_to_death,Matt Brunson,FALSE,Film Frenzy,Rotten,4-Feb,2/5/2020,"A cult fave, but not once does it ever come close to matching the under-the-skin potency of such gems as Carnival of Souls, Night of the Living Dead and The Texas Chain Saw Massacre."
4963,m/lets_scare_jessica_to_death,Chris Plante,FALSE,Polygon,Fresh,,10/20/2020,"Director John Hancock and lead actress Zohra Lampert collaborate to produce something stranger and vaguer than the film's countless contemporaries, giving the heroine far greater agency."
4964,m/lifeforce,Jeremy Heilman,FALSE,MovieMartyr.com,Fresh,5-Mar,7/25/2002,A better than average space vampire flick.
4965,m/lifeforce,Jeffrey Westhoff,FALSE,"Northwest Herald (Crystal Lake, IL)",Rotten,5-Feb,8/2/2002,
4966,m/lifeforce,Bob Bloom,FALSE,"Journal and Courier (Lafayette, IN)",Fresh,5-Mar,8/12/2002,
4967,m/lifeforce,Rob Vaux,FALSE,Flipside Movie Emporium,Rotten,5-Jan,11/1/2002,"Quite possibly the silliest horror movie ever made. On the other hand, you get to see Patrick Stewart kiss a man full on the mouth."
4968,m/lifeforce,Widgett Walls,FALSE,Needcoffee.com,Rotten,5-Jan,11/17/2002,An interesting premise quickly degenerates into a bad zombie flick that doesn't follow its own rules.
4969,m/lifeforce,Jon Niccum,FALSE,Lawrence Journal-World,Rotten,5-Feb,6/7/2003,Special effects (and plot) run amok
4970,m/lifeforce,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,5-Apr,8/14/2003,Superior sci-fi horror.
4971,m/lifeforce,Andy Klein,FALSE,New Times,Fresh,5-Apr,6/10/2004,
4972,m/lifeforce,Frank Swietek,FALSE,One Guy's Opinion,Rotten,5-Feb,2/15/2005,
4973,m/lifeforce,Robert Roten,FALSE,Laramie Movie Scope,Fresh,5-Mar,4/27/2005,
4974,m/lifeforce,Emanuel Levy,FALSE,EmanuelLevy.Com,Rotten,5-Feb,7/22/2005,
4975,m/lifeforce,Nick Schager,FALSE,The Screengrab,Fresh,,4/6/2009,"Frequently outlandish and far from profound, it's nonetheless a box-office bomb that, like its horror-maestro director, deserved quite a bit better."
4976,m/lifeforce,Fernando F. Croce,FALSE,CinePassion,Fresh,,2/14/2010,"Far from the nonsensical, failed-blockbuster of its maudit reputation, the movie is a ravishing renewal of the genre hollowed out by Star Wars"
4977,m/lifeforce,Simon Abrams,FALSE,House Next Door,Rotten,,2/25/2011,Lifeforce is a dog.
4978,m/lifeforce,Richard T. Jameson,FALSE,Parallax View,Fresh,,3/24/2013,"Lifeforce is a pretty curious specimen in its own right. Its sci-fi/horror concept is epic in scale and metaphysical reach, but the casting is catchpenny..."
4979,m/lifeforce,Scott Weinberg,FALSE,FEARnet,Fresh,,6/12/2013,The UK version is 15 minutes longer and makes this bizarre but lovable movie a bit more interesting.
4980,m/lifeforce,Mike McGranaghan,FALSE,Aisle Seat,Fresh,4-Mar,6/17/2013,"How often do you find a sci-fi/horror hybrid that dares to walk the high wire? Not often enough, I think. For that reason alone, Lifeforce deserves to be rediscovered."
4981,m/lifeforce,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,,6/28/2013,"Seen today, it's actually an astoundingly brave, weird movie that tries more and accomplishes more than many of today's bland roller coaster rides."
4982,m/lifeforce,Felix Vasquez Jr.,FALSE,Cinema Crazed,Fresh,,6/28/2013,"Occasionally silly, but still unique and very entertaining..."
4983,m/lifeforce,Chris Alexander,FALSE,Alexander On Film,Fresh,,1/3/2018,"""The American cut - with its Michael Kamen music - is the superior version of the film..."""
4984,m/lifeforce,Mark R. Leeper,FALSE,Mark Leeper's Reviews,Fresh,10-Jun,6/29/2018,It loses some respect with its naked Mathilda May. But I would call this an audacious SF/horror film
4985,m/lifeforce,Rick Chatenever,FALSE,Santa Cruz Sentinel,Rotten,,3/8/2019,"Combining outer space adventure with late show horror might seem a great way to double your audience, but Lifeforce doesn't do real well in either genre."
4986,m/lifeforce,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Rotten,C+,4/6/2019,A strange sci-fi/horror flick about space vampires.
4987,m/lifeforce,C.H. Newell,FALSE,Father Son Holy Gore,Rotten,2.5/5,5/1/2019,"Not near one of Hooper's best, at its core Lifeforce is the dark heart of all humankind's anxieties about extraterrestrials."
4988,m/lifeforce,Matthew Lucas,FALSE,From the Front Row,Fresh,4-Mar,8/7/2019,"Has a tendency to get too caught up in the details of its strange plot, but overall the film is a strong and oft-overlooked piece of 1980s science fiction."
4989,m/lifeforce,Mike Massie,FALSE,Gone With The Twins,Rotten,10-May,9/6/2020,The seriousness with which the actors approach the material is commendable.
4990,m/little_vampire,Jack Garner,FALSE,Rochester Democrat and Chronicle,Rotten,10-May,1/1/2000,The monsters in The Little Vampire are considerably toned down from the frightening undead of the Dracula myth. Now they're just the thing to entertain grade-school trick-or-treaters.
4991,m/little_vampire,Chris Wiegand,FALSE,Boxoffice Magazine,Fresh,,1/1/2000,Successfully subverts traditional representations of the undead.
4992,m/little_vampire,Eric Lurio,FALSE,Greenwich Village Gazette,Rotten,,1/1/2000,"Karey Kirkpatrick and Larry Wilson's script is very saccharine, meanders all over the place, has barely realized characters, and is boring in parts."
4993,m/little_vampire,Ross Anthony,FALSE,Hollywood Report Card,Fresh,10-Jul,1/1/2000,
4994,m/little_vampire,Michael Dequina,FALSE,TheMovieReport.com,Rotten,4-Feb,1/1/2000,"Yes, the movie will hold the tots' attention. But should that be ample reason to subject your children to such a shoddy product? I don't think so."
4995,m/little_vampire,Lawrence Van Gelder,TRUE,New York Times,Fresh,5-Apr,1/1/2000,"Not often does a family film come along that is literate, clever, mischievous and just plain fun."
4996,m/little_vampire,Michael Thomson,TRUE,BBC.com,Fresh,5-Mar,1/1/2000,"The basic idea which drives this jolly film, along with Lipnicki's charm, is sometimes almost enough."
4997,m/little_vampire,Steve Rhodes,FALSE,Internet Reviews,Rotten,10-May,1/1/2000,"An unimaginative, low-budget feature that you would expect to be released as a direct-to-TV movie on a kids' cable network."
4998,m/little_vampire,Nancy Churnin,TRUE,Dallas Morning News,Rotten,,1/1/2000,Even the good moments get sucked into the bizarre black holes of the story.
4999,m/little_vampire,Philip Booth,FALSE,Orlando Weekly,Rotten,,1/1/2000,Suffers from a somewhat scattershot plot and a markedly uneven tone that may render it too frightening for the pre-kindergarten set yet too bland for older audiences.
5000,m/little_vampire,David Elliott,FALSE,San Diego Union-Tribune,Rotten,,1/1/2000,The movie badly needs either more vampire action or more golf. Maybe it needs golfing vampires.
5001,m/little_vampire,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,,1/1/2000,"A mite short on laughs, but it's handsomely made, and it's brightened by what is, by the usually lowball standard of kids' movies, an extremely classy cast."
5002,m/little_vampire,Bruce Westbrook,TRUE,Houston Chronicle,Fresh,,1/1/2000,A fun and warm children's fantasy.
5003,m/little_vampire,Jon Popick,FALSE,Planet S Magazine,Rotten,,1/1/2000,A truly awful film that will frighten little children and drive parents mad with boredom.
5004,m/little_vampire,Paul Clinton (CNN.com),TRUE,CNN.com,Rotten,,1/1/2000,"If you're expecting Haagen Dazs, prepare for ice milk instead. It's not a horrible film, but it's not a good one, either."
5005,m/little_vampire,Derek Elley,TRUE,Variety,Rotten,,1/1/2000,Mildly entertaining but dramatically messy.
5006,m/little_vampire,Michael Wilmington,TRUE,Chicago Tribune,Rotten,,1/1/2000,"An odd little ghoul too cleaned up to survive, a bloodless vampire movie that's mostly lifeless as well."
5007,m/little_vampire,Louis B. Hobson,FALSE,Jam! Movies,Fresh,,1/1/2000,It's a great little Halloween primer.
5008,m/little_vampire,Mary Kalin-Casey,FALSE,Reel.com,Fresh,4-Mar,1/1/2000,Offers a few more treats than tricks.
5009,m/little_vampire,Jay Carr,TRUE,Boston Globe,Fresh,,1/1/2000,"The film reminds us that Harry Potter isn't the whole story in children's literature, reversing the usual vampire movie cliches and advancing a few morals about tolerating differences."
5010,m/little_vampire,Sara Wildberger,TRUE,Miami Herald,Fresh,,1/1/2000,"There are some decent lessons about power and when to use it and when to give it up, about accepting rather than attacking those who are different and about dealing with fear."
5011,m/little_vampire,Roger Moore,TRUE,Orlando Sentinel,Fresh,,1/1/2000,It's stylish ... modestly surprising and cute. And when's the last time you could say that about a vampire movie?
5012,m/little_vampire,Ernest Hardy,TRUE,Film.com,Fresh,,1/1/2000,"For adults, the film will drag in spots, but it's filled with all those values you hope to instill in your children."
5013,m/little_vampire,Sean O'Connell,FALSE,Citysearch,Fresh,,1/1/2000,A quirky jaunt that will tickle the frontal lobes of any kid who's currently devouring the similar Harry Potter series.
5014,m/little_vampire,Mack Bates,FALSE,Milwaukee Journal Sentinel,Fresh,,1/1/2000,Lipnicki and Weeks share a great rapport and imbue all their scenes with playful energy that elevates the material to heights of imagination rarely achieved in films of this genre.
5015,m/little_vampire,Michael O'Sullivan,TRUE,Washington Post,Fresh,3.5/5,1/1/2000,Very funny in a way reminiscent of Babe: Pig in the City.
5016,m/little_vampire,Jim Judy,FALSE,Screen It!,Fresh,,1/1/2000,"The film is cute and entertaining enough for both kids and their parents or adult chaperones, but will probably leave most viewers' memories faster than blood from one's neck at a vampire convention."
5017,m/little_vampire,Mick LaSalle,TRUE,San Francisco Chronicle,Rotten,4-Feb,1/1/2000,The results are predictable and only mildly entertaining.
5018,m/little_vampire,MaryAnn Johanson,FALSE,Flick Filosopher,Fresh,10-Jun,1/1/2000,"A delightful fantasy kids will love, and one that won't make their parents sorry they came along for the ride."
5019,m/little_vampire,Brian McTavish,FALSE,Kansas City Star,Rotten,,1/1/2000,"Not to put a stake through the heart of The Little Vampire, but if little Lipnicki had more acting talent to go with his adorability, it might be a better movie."
5020,m/little_vampire,Roger Ebert,TRUE,Chicago Sun-Times,Rotten,4-Feb,1/1/2000,"The costumes are neat, the photography is great -- all the pieces are on hand, but they don't fit."
5021,m/little_vampire,Maitland McDonagh,FALSE,TV Guide,Rotten,10-Jun,1/1/2000,The movie has a terminal case of the cutes.
5022,m/little_vampire,Owen Gleiberman,TRUE,Entertainment Weekly,Rotten,D,1/1/2000,A nightmare of blandness.
5023,m/little_vampire,Sherri Winston,FALSE,South Florida Sun-Sentinel,Fresh,,1/1/2000,This little horror film offers spooky sound effects and a few bona-fide chills sure to delight young audiences.
5024,m/little_vampire,Dave White,FALSE,IFilm,Fresh,,1/1/2000,Not a bad kiddie movie.
5025,m/little_vampire,James Berardinelli,TRUE,ReelViews,Rotten,4-Feb,1/1/2000,"Bram Stoker, F.W. Muranu, and Bela Lugosi would turn over in their graves if they found out."
5026,m/little_vampire,Lawrence Toppman,FALSE,Charlotte Observer,Fresh,,1/1/2000,Watchable family films are so rare these days that we shouldn't put a stake through one with so much heart.
5027,m/little_vampire,James Brundage,FALSE,Filmcritic.com,Fresh,5-Mar,1/1/2000,"One minute, the acting is terrific, the next minute, you're wondering if this is the players' first film."
5028,m/little_vampire,Eleanor Ringel Cater,TRUE,Atlanta Journal-Constitution,Fresh,B-,1/1/2000,It offers imagination and humor and a touch of goose bumps.
5029,m/little_vampire,Nell Minow,FALSE,Movie Mom,Rotten,5-Feb,1/1/2000,Several children in the audience at the screening I attended were visibly upset.
5030,m/little_vampire,Jim Chastain,FALSE,Norman Transcript,Rotten,,1/1/2000,"Many kids will like this film, but that is really not all that surprising. I myself liked Gilligan's Island many years ago."
5031,m/little_vampire,Lizo Mzimba,FALSE,Empire Magazine,Fresh,5-Mar,1/1/2000,It's refreshing to see a kids' film taking on such sinister subject matter.
5032,m/little_vampire,,FALSE,E! Online,Rotten,,1/1/2000,This chomper is too kid-comedy-ish to cater to adults and a tad too scary for the little ones.
5033,m/little_vampire,Desmond Ryan,TRUE,Philadelphia Inquirer,Rotten,,1/1/2000,There's a fair amount of material in The Little Vampire that younger kids might find quite disturbing.
5034,m/little_vampire,Scott Renshaw,FALSE,rec.arts.movies.reviews,Rotten,10-May,1/1/2000,"t's hard to know quite how enthusiastic to be about a family film that's occasionally pitched at the wrong crowd, but at least isn't stupid or actively offensive most of the time."
5035,m/little_vampire,Eric Monder,FALSE,Film Journal International,Rotten,,1/1/2000,"Nigel Clarke and Michael Csnyi-Wills' turgid score complements Edel's squatty direction, and Lipnicki overwhelms the other cast members with his nauseating cutesiness."
5036,m/little_vampire,James Verniere,FALSE,Boston Herald,Fresh,4-Mar,1/1/2000,
5037,m/little_vampire,Rob Blackwelder,FALSE,SPLICEDWire,Rotten,4-Jan,1/1/2000,"A quick, sloppy production of a throwaway script...it suffers from a pungent collective apathy that wafts off the screen from the cast and crew."
5038,m/little_vampire,Gemma Files,TRUE,Film.com,Rotten,,1/1/2000,"Some things just don't translate ... not with Lipnicki attached, at any rate. Stick with the books."
5039,m/little_vampire,Eric D. Snider,FALSE,EricDSnider.com,Fresh,B,1/1/2000,"A surprisingly enjoyable film that its young target audience will love, while their parents will find it quite tolerable indeed."
5040,m/little_vampire,Lou Lumenick,TRUE,New York Post,Fresh,,1/1/2000,A guaranteed crowd-pleaser for the whole family.
5041,m/little_vampire,John Monaghan,TRUE,Detroit Free Press,Rotten,,1/1/2000,"Cute and precocious in those little round specs, [Lipnicki] also grows grating, especially after 94 minutes of delivering the kind of jokes usually found on the bottom of a Dixie Cup."
5042,m/little_vampire,Tracy McLoone,FALSE,PopMatters,Fresh,,1/1/2000,"There is mystery, intrigue, a little tiny bit of kid romance (a harmless crush), and a satisfying ending."
5043,m/little_vampire,Robert Roten,FALSE,Laramie Movie Scope,Fresh,,1/1/2001,The characters are engaging and so is the story.
5044,m/little_vampire,Marjorie Baumgarten,FALSE,Austin Chronicle,Rotten,5-Jan,6/11/2001,
5045,m/little_vampire,Brian Webster,FALSE,Apollo Guide,Rotten,70/100,7/19/2001,
5046,m/little_vampire,Rich Cline,FALSE,Shadows on the Wall,Fresh,5-Apr,12/10/2001,A surprisingly enjoyable kid's movie.
5047,m/little_vampire,Tom Meek,FALSE,Boston Phoenix,Fresh,,3/24/2002,"A sprightly romp, funny, full of life lessons, and scary."
5048,m/little_vampire,Sam Chambers,FALSE,ViewLondon,Fresh,5-Apr,10/30/2002,Excellent stuff -- it won't just be kids that love this film!
5049,m/little_vampire,Christopher Hawkes,FALSE,Sight and Sound,Fresh,,12/3/2002,"Evocative of Tim Burton's work, the Scottish locations appear as a kind of ghoulish theme park full of ancient stately homes and mouldering, curse-ridden crypts."
5050,m/little_vampire,John R. McEwen,FALSE,Film Quips Online,Rotten,5-Mar,2/8/2003,"Lipnicki has learned how to make cute faces, but his delivery is formulaic and without emotion."
5051,m/little_vampire,Philip Martin,FALSE,Arkansas Democrat-Gazette,Fresh,B,1/27/2005,"It's an occupational hazard that you actually have to try to think about movies like this, which just get weirder and weirder the more you consider them."
5052,m/little_vampire,Derek Adams,TRUE,Time Out,Fresh,,6/24/2006,"Much of the film's success is down to the costume design, the novel SFX and the mildly foreboding atmosphere of the mist enshrouded Scottish countryside."
5053,m/little_vampire,Frank Swietek,FALSE,One Guy's Opinion,Rotten,C+,7/24/2006,"The Little Vampire is hardly a children's classic, and it will doubtlessly be more at home after it hits the video shelves."
5054,m/little_vampire,Lisa Alspector,TRUE,Chicago Reader,Fresh,,10/21/2009,Vampire cows provide comic relief and many of the scares in this respectfully dark yet optimistic story about a lonely child who befriends a vampire.
5055,m/little_vampire,Nell Minow,FALSE,Common Sense Media,Fresh,5-Mar,12/28/2010,Dark movie may frighten some kids.
5056,m/living_among_us,Noel Murray,TRUE,Los Angeles Times,Rotten,,2/1/2018,It's to Heard's credit that his presence in the movie is pretty much the only reason to watch.
5057,m/living_among_us,Richard Whittaker,FALSE,Austin Chronicle,Rotten,5-Jan,2/1/2018,"Living Among Us ticks off every convention of the found footage format, and does so with low-level tedium."
5058,m/living_among_us,Mark Dujsik,FALSE,Mark Reviews Movies,Rotten,4-Feb,2/2/2018,"Living Among Us loses whatever comic aims it might have had for a descent into paranoia, threats, and chase sequences..."
5059,m/living_among_us,John DeFore,TRUE,Hollywood Reporter,Rotten,,2/4/2018,"Devolves into an extremely familiar escape-the-monsters affair, with all the compounding dumbness usually involved when our fleeing heroes are forced to keep filming the action."
5060,m/living_among_us,Amyana Bartley,FALSE,Film Inquiry,Rotten,,2/20/2018,"Instead, why not compare it to Waititi's Thor: Ragnarok, yet another poorly planned improviso, lacking direction, depth, story, character development and the ability to engage the viewer."
5061,m/living_among_us,Norman Gidney,FALSE,Film Threat,Fresh,10-Jun,6/18/2018,"Living Among Us pulls off a serviceable vampire flick on a shoestring budget and it occasionally works. Total direct to VOD territory, but worth the background noise."
5062,m/living_among_us,Matt Donato,FALSE,Dread Central,Rotten,2.5/5,5/24/2019,"Brian A. Metcalf's Living Among Us is a fun little found footage neighborhood riff on vampire mythos, albeit an incomplete bite."
5063,m/lost_boys,Desson Thomson,TRUE,Washington Post,Fresh,,1/1/2000,An exhilarating hybrid of horror and suburban comedy.
5064,m/lost_boys,Rita Kempley,TRUE,Washington Post,Fresh,,1/1/2000,"It starts slow, but finishes fast with some clever plot twists. In the end, all is not lost with these boys."
5065,m/lost_boys,Roger Ebert,TRUE,Chicago Sun-Times,Rotten,2.5/4,1/1/2000,"When everything is all over, there's nothing to leave the theater with -- no real horrors, no real dread, no real imagination -- just technique at the service of formula."
5066,m/lost_boys,Mark R. Leeper,FALSE,rec.arts.movies.reviews,Fresh,,1/1/2000,"This is, however, a cinematographer's film and while everyone else seemed to be putting in half-hearted efforts, the cinematographer was working overtime."
5067,m/lost_boys,Robert Roten,FALSE,Laramie Movie Scope,Fresh,5-Apr,1/1/2001,
5068,m/lost_boys,Nell Minow,FALSE,Movie Mom,Fresh,5-Apr,7/25/2002,
5069,m/lost_boys,David Poland,FALSE,Hot Button,Fresh,5-Apr,7/26/2002,
5070,m/lost_boys,Jeffrey Westhoff,FALSE,"Northwest Herald (Crystal Lake, IL)",Rotten,5-Jan,7/26/2002,
5071,m/lost_boys,Philip Martin,FALSE,Arkansas Democrat-Gazette,Rotten,5-Feb,7/30/2002,
5072,m/lost_boys,Widgett Walls,FALSE,Needcoffee.com,Fresh,5-Mar,2/16/2003,Probably the guiltiest of the guilty pleasure vampire flicks.
5073,m/lost_boys,Marjorie Baumgarten,FALSE,Austin Chronicle,Fresh,,3/10/2003,Arguably Joel Schumacher's finest film.
5074,m/lost_boys,Brian J. Arthurs,FALSE,Beach Reporter (Southern California),Fresh,5-Mar,4/10/2003,
5075,m/lost_boys,Caffeinated Clint,FALSE,Moviehole,Fresh,5-Apr,4/27/2003,One of the best thrillers of our time...rocks as well as it rolls
5076,m/lost_boys,Frank Ochieng,FALSE,Movie Eye,Fresh,5-Apr,5/27/2003,A schlocky and stylish teen-oriented gorefest that's humorously off-kilter and frothy--it's something worth sinking your fangs into!
5077,m/lost_boys,Shannon J. Harvey,FALSE,Sunday Times (Australia),Fresh,5-Apr,6/23/2003,A corn-ball '80s vampire classic! Starring the two Corey's!
5078,m/lost_boys,James Sanford,FALSE,Kalamazoo Gazette,Fresh,5-Apr,7/15/2003,"Gothic style, humor and sexy stars -- a cult classic"
5079,m/lost_boys,Carol Cling,FALSE,Las Vegas Review-Journal,Fresh,5-Mar,8/22/2003,
5080,m/lost_boys,Dan Fazio,FALSE,Citysearch,Rotten,5-Feb,9/11/2003,
5081,m/lost_boys,Jules Brenner,FALSE,Cinema Signals,Fresh,5-Mar,10/15/2003,
5082,m/lost_boys,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,5-Mar,10/15/2003,"Overdirected and junky, but mildly amusing."
5083,m/lost_boys,Ryan Cracknell,FALSE,Movie Views,Fresh,5-Apr,10/29/2003,
5084,m/lost_boys,Pete Croatto,FALSE,Filmcritic.com,Rotten,5-Feb,11/12/2003,"The Lost Boys is not a movie you want to put in a time capsule or even revisit, unless your name happens to be Corey."
5085,m/lost_boys,Rebecca Murray,FALSE,About.com,Fresh,5-Apr,11/22/2003,
5086,m/lost_boys,Sarah Chauncey,FALSE,Reel.com,Rotten,5-Feb,6/4/2004,
5087,m/lost_boys,Eric Lurio,FALSE,Greenwich Village Gazette,Fresh,5-Mar,6/12/2004,
5088,m/lost_boys,Frank Swietek,FALSE,One Guy's Opinion,Fresh,5-Mar,6/20/2004,
5089,m/lost_boys,Staci Layne Wilson,FALSE,Horror.com,Fresh,,8/9/2004,A coffinload of DVD extras to sate your Lost Boys bloodlust!
5090,m/lost_boys,John J. Puccio,FALSE,Movie Metropolis,Fresh,10-Aug,8/12/2004,"The movie may not offer a lot in the way of serious frights or even originality, but it is most definitely weird and decidedly funny."
5091,m/lost_boys,Caryn James,TRUE,New York Times,Fresh,,8/30/2004,"It laughs at the form it embraces, adds a rock-and-roll soundtrack and, if you share its serious-satiric attitude, manages to be very funny."
5092,m/lost_boys,,FALSE,Empire Magazine,Fresh,5-Apr,9/15/2004,A supremely watchable example of something the '80s did right.
5093,m/lost_boys,Nikki Tranter,FALSE,PopMatters,Fresh,,12/19/2004,"For the most part, the movie is goofy fun."
5094,m/lost_boys,Nick Schager,FALSE,Lessons of Darkness,Fresh,,5/4/2005,Did I mention both Coreys are in it?
5095,m/lost_boys,Jake Euker,FALSE,"F5 (Wichita, KS)",Rotten,5-Feb,6/11/2005,
5096,m/lost_boys,Emanuel Levy,FALSE,EmanuelLevy.Com,Fresh,5-Mar,7/18/2005,
5097,m/lost_boys,Nigel Floyd,TRUE,Time Out,Rotten,,2/9/2006,"Directed with a cavalier disregard for intelligibility, this has to be one of the most anaemic vampire flicks ever made."
5098,m/lost_boys,David Edelstein,TRUE,Village Voice,Rotten,,2/21/2007,"Killing bloodsuckers was enough to make Fright Night a hit, and it will probably do the same for the crass, obvious Lost Boys."
5099,m/lost_boys,Cole Smithey,FALSE,ColeSmithey.com,Fresh,5-Mar,11/9/2007,
5100,m/lost_boys,Jennie Kermode,FALSE,Eye for Film,Rotten,2.5/5,12/7/2007,"Ultimately, this is a film for nostalgic fans and for kids with the appropriate dark leanings, but it's not going to wow anyone else."
5101,m/lost_boys,Peter Canavese,FALSE,Groucho Reviews,Fresh,2.5/4,7/31/2008,"With its cool cast and classic kiss-off ending, The Lost Boys will forever be a cultural touchstone of '80s cinema. [Blu-Ray]"
5102,m/lost_boys,Walter Chaw,FALSE,Film Freak Central,Fresh,4-Mar,8/23/2008,The picture affirms that the only thing truly important is this image of the older brother with his arm around the younger.
5103,m/lost_boys,Variety Staff,TRUE,Variety,Rotten,,3/24/2009,A horrifically dreadful vampire teensploitation entry.
5104,m/lost_boys,,FALSE,Film4,Fresh,,10/20/2009,A hugely enjoyable picture that proves Joel Schumacher really can direct and that not everything about the 1980s was awful.
5105,m/lost_boys,,FALSE,TV Guide,Fresh,2.5/4,10/20/2009,"Despite its flaws, however, the film is an interesting addition to vampire cinema."
5106,m/lost_boys,Rob Gonsalves,FALSE,eFilmCritic.com,Rotten,5-Feb,5/8/2010,It hasn't aged well. At all.
5107,m/lost_boys,Afsheen Nomai,FALSE,Common Sense Media,Fresh,5-Mar,1/1/2011,Scary '80s vamp film. Older teens only.
5108,m/lost_boys,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,2/18/2012,...a passable yet unspectacular relic of the 1980s.
5109,m/lost_boys,Tim Brayton,FALSE,Antagony & Ecstasy,Fresh,10-Jul,5/14/2012,"That Schumacher handles the transitions between very light horror, comedy, teen romance, and action as well as he does is evidence of a sure hand found nowhere else in his filmography."
5110,m/lost_boys,David Sterritt,FALSE,Christian Science Monitor,Fresh,,1/21/2014,"Southern California isn't exactly Transylvania, but the settings are effectively spooky. And there's some amusing satire on the horror-pic genre. The plot is weak, though."
5111,m/lost_boys,Ben Yagoda,FALSE,Philadelphia Daily News,Fresh,,1/21/2014,"Though there is enough gore in the film to satisfy the typical bloodthirsty filmgoer, its strong suit is deadpan humor."
5112,m/lost_boys,Desmond Ryan,TRUE,Philadelphia Inquirer,Rotten,4-Feb,1/21/2014,Schumacher falls far short of the talent for pop wit that Joe Dante showed in Gremlins and The Howling.
5113,m/lost_boys,,FALSE,Total Film,Fresh,5-Apr,1/21/2014,"Joel Schumacher's 1987 teen vampire flick is ageing well. Part of that is down to the sexy blend of bad lads, bloodsuckers, camp comedy and carnage, but the quality of the cast plays a huge part too."
5114,m/lost_boys,Alan Jones,FALSE,Radio Times,Fresh,5-Mar,1/21/2014,"While it's not quite as original or witty as it could have been, this unashamedly glossy take on vampire mythology has a clever script that's packed with twists, and builds to a surprisingly tense climax."
5115,m/lost_boys,Jay Boyar,TRUE,Orlando Sentinel,Rotten,,1/21/2014,"The Lost Boys, which attempts to be funny while preserving the shock value of the vampire legend, aims somewhat higher... and misses."
5116,m/lost_boys,Roger Hurlburt,FALSE,South Florida Sun-Sentinel,Fresh,,1/21/2014,"The Lost Boys is heady, cutting-edge vampire stuff. Mind you, it's also very tongue-in-cheek. So watch out for those fangs, gang."
5117,m/lost_boys,Peter Travers,FALSE,People Magazine,Fresh,,1/21/2014,"It's often sloppy and thinly plotted, but this is, after all, a summer movie, and if it's nothing to really sink your fangs into, it's often very funny."
5118,m/lost_boys,Michael Wilmington,TRUE,Los Angeles Times,Rotten,,1/21/2014,"There's always room for fancy trash, and this movie -- about a gang of punk vampires terrorizing the new kids in town -- seems capable of providing some. Then the characters open their mouths."
5119,m/lost_boys,Dave Kehr,TRUE,Chicago Tribune,Rotten,4-Feb,1/21/2014,"Schumacher`s sputtering, short-term approach to the material is a disappointment, because there's something in it that ought to make for a good movie, and from time to time makes The Lost Boys good enough."
5120,m/lost_boys,Felix Vasquez Jr.,FALSE,Cinema Crazed,Fresh,,10/29/2014,A master mold of horror and comedy...
5121,m/lost_boys,Fred Topel,FALSE,We Live Entertainment,Fresh,,8/6/2017,The Lost Boys fulfilled my recurring fantasy about having an adventure with my friends.
5122,m/lost_boys,Emily Sears,FALSE,Birth.Movies.Death.,Fresh,,9/26/2017,The Lost Boys a perfect conglomeration of scary and fun.
5123,m/lost_boys,Indra Arriaga,FALSE,Anchorage Press,Fresh,,1/19/2018,"The Lost Boys is a nice balance of the genres, thus appealing to wide tastes. The film is fun, and not too frightening, and delivers lines with impeccable timing."
5124,m/lost_boys,Jennifer Lind-Westbrook,FALSE,Culturess,Fresh,,7/4/2019,"There is a ton of gore, a bit of mystery, and The Lost Boys manages to be scary without crossing the line into campy."
