rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_date,review_content
m/the_last_voyage_of_the_demeter,Jackie K. Cooper,FALSE,jackiekcooper.com,Fresh,8/19/2023,"Dark, ominous, chilling equals fun in viewing an above average vampire movie."
m/the_last_voyage_of_the_demeter,Sarah Vincent,FALSE,Cambridge Day,Rotten,8/19/2023,"This loose, bloated adaptation of 'Log of the Demeter,' an excerpt from a chapter in Bram Stoker's 'Dracula,' could've used more bite."
m/the_last_voyage_of_the_demeter,Sabina Graves,FALSE,io9.com,Fresh,8/18/2023,"Overall the film starts off on some rough waters, but once it gets down to Dracula going full terror on the sea versus a standout Corey Hawkins as the film's hero, it's riveting and heartbreaking."
m/the_last_voyage_of_the_demeter,Erick Estrada,FALSE,Cinegarage,Fresh,8/18/2023,"Beyond being an exciting, effective and well-made horror, this is not an extravagant movie... "
m/the_last_voyage_of_the_demeter,Nick Johnston,FALSE,Vanyaland,Rotten,8/18/2023,"What's really gear-grinding is the depiction of Dracula himself, which is just frustrating in all the ways you'd expect a movie trying to make use of and differentiate itself from a hundred-or-so years of vampire films would be."
m/the_last_voyage_of_the_demeter,Alonso Duralde,TRUE,Breakfast All Day,Rotten,8/18/2023,"The filmmakers don't make the most of the claustrophobia of the ship, and at the same time, they don't give you the vast expanse of the seas, either."
m/the_last_voyage_of_the_demeter,Christy Lemire,TRUE,Breakfast All Day,Rotten,8/18/2023,It just feels very stale and bland.
m/the_last_voyage_of_the_demeter,Kelly Vance,FALSE,East Bay Express,Fresh,8/18/2023,"The writing, acting and production values are of an unexpected high quality reminiscent of the work of such old-school fright factories as Universal Studios in the 1930s-'˜40s and Hammer Films of the 1960s."
m/the_last_voyage_of_the_demeter,David Nusair,FALSE,Reel Film Reviews,Fresh,8/18/2023,...a compelling premise that's employed to watchable yet increasingly erratic effect...
m/the_last_voyage_of_the_demeter,Michael Atkinson,FALSE,LA Weekly/Village Voice,Rotten,8/18/2023,"The hey-great-idea feeling you might've entertained gets worn down quickly and thoroughly, and it's hard not to come away with the sense that all the previous Draculas got it right by having most of the Demeter's ordeal happen entirely off-screen."
m/the_last_voyage_of_the_demeter,Chris Klimek,FALSE,Washington City Paper,Rotten,8/17/2023,The Last Voyage of the Demeter expands a chapter of Dracula into a modest fright-gathering rather than a full-on frightfest.
m/the_last_voyage_of_the_demeter,Audrey Fox,FALSE,Vague Visages,Rotten,8/17/2023,The Last Voyage of the Demeter doesn't make enough of an impression to stand out amongst the veritable legions of other Dracula films that already exist.
m/the_last_voyage_of_the_demeter,Dwight Brown,TRUE,DwightBrownInk.com,Rotten,8/16/2023,The whole production seems lost at sea.
m/the_last_voyage_of_the_demeter,Luke Y. Thompson,FALSE,SuperHeroHype,Rotten,8/16/2023,"To call The Last Voyage of the Demeter predictable is like calling Count Dracula a carnivore '“ absolutely self-evident, yet still underselling things just a bit."
m/the_last_voyage_of_the_demeter,Murjani Rawls,FALSE,Draftkings Nation,Rotten,8/16/2023,"If more concise, the Stockholm syndrome, some death choices, and the sheer hopelessness of being at sea with a thing you can't combat would have been more effective."
m/the_last_voyage_of_the_demeter,Paul Salfen,FALSE,AMFM Magazine,Rotten,8/16/2023,"Given that the director brought us one of the last truly scary movies, The Autopsy of Jane Doe, you might think this one might have some chills and thrills - and it just doesn't. It drags on and on with no hint of spookiness until it's too late."
m/the_last_voyage_of_the_demeter,Leigh Paatsch,FALSE,Herald Sun (Australia),Fresh,8/16/2023,"As this well-made movie is essentially an effective exercise in mood management, we are made to wait until the real star of the show makes his unpleasant presence felt... Traditionalists, however, will dig the slow and scenic route navigated here."
m/the_last_voyage_of_the_demeter,Jonathan Sim,FALSE,ComingSoon.net,Fresh,8/16/2023,"Although the movie does not reach its full potential, particularly with the paranoia aspect the premise offers, it remains a simple, effective nightmare. It's bloody, exciting, and everything you would expect."
m/the_last_voyage_of_the_demeter,Erik Childress,FALSE,Movie Madness Podcast,Rotten,8/16/2023,"A film that never rises to the level of isolation it needs to develop genuine dread, too often sidelining Cunningham and Dastmalchian and becoming little more than serving up one character attack on deck and searching of limited confines in the daylight."
m/the_last_voyage_of_the_demeter,Maxance Vincent,FALSE,InSession Film,Rotten,8/16/2023,The Last Voyage of the Demeter is a dull retread.
m/the_last_voyage_of_the_demeter,Danny Minton,FALSE,Houston Community Newspapers,Fresh,8/16/2023,...it turns out to be a clever enough side story that feels like a good flashback sequence in a show where we know what happens next.
m/the_last_voyage_of_the_demeter,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Fresh,8/16/2023,There are too many other good Dracula films to watch other than this flawed one.
m/the_last_voyage_of_the_demeter,Robert Denerstein,FALSE,Denerstein Unleashed,Fresh,8/15/2023,Atmospherics can carry a movie only so far and The Last Voyage of the Demeter sinks under the weight of its unrelieved gloom.
m/the_last_voyage_of_the_demeter,tt stern-enzi,FALSE,"WXIX-TV (Cincinnati, OH)",Rotten,8/14/2023,An interesting premise but also a challenging one... because we know what happens.
m/the_last_voyage_of_the_demeter,Rachel Leishman,FALSE,The Mary Sue,Fresh,8/14/2023,"It is, simply, just a movie about Dracula on a boat and that's okay! That's fun!"
m/the_last_voyage_of_the_demeter,Ro Moore,FALSE,MTR Network,Fresh,8/14/2023,The Last Voyage of the Demeter is an atmospheric brutal creature feature hindered only by its scriptwriting.
m/the_last_voyage_of_the_demeter,Bob Grimm,FALSE,Reno News and Review,Fresh,8/14/2023,This movie is scary and the monster freaked me out. That is all.
m/the_last_voyage_of_the_demeter,Tim Brennan,FALSE,About Boulder,Fresh,8/14/2023,"While it has some flaws, it remains a well constructed horror movie that honors its source material. I imagine Stoker would be pleased."
m/the_last_voyage_of_the_demeter,Austin Burke,FALSE,Austin Burke/Flick Fan Nation,Fresh,8/14/2023,"The Last Voyage of the Demeter nails the atmosphere and overall feel of the time period, but the story just isn't as interesting as the writers want it to be."
m/the_last_voyage_of_the_demeter,Abbie Bernstein,FALSE,Assignment X,Fresh,8/14/2023,What's perhaps most pleasurable about The Last Voyage of the Demeter is that it is unironic vampire horror.
m/the_last_voyage_of_the_demeter,Louisa Moore,FALSE,Screen Zealots,Fresh,8/14/2023,This bloody period horror film proves that vintage literary monsters are still downright frightening no matter your (or their) age.
m/the_last_voyage_of_the_demeter,Keith Garlington,FALSE,Keith & the Movies,Fresh,8/14/2023,Demeter' is as gripping as it is gruesome. It's a dread-drenched stop on the Dracula timeline that has enough to please the iconic villain's long-time fans and plenty to win over new ones as well.
m/the_last_voyage_of_the_demeter,Howard Waldstein,FALSE,CBR,Rotten,8/14/2023,"It should've been an elaborately conceived thrill-kill horror, but it instead stays in one gear: day breaks, accusations are hurled, night falls, people die, repeat for nigh on two hours."
m/the_last_voyage_of_the_demeter,Sean Burns,FALSE,North Shore Movies,Rotten,8/14/2023,"'Alien' meets 'Master and Commander' is a hell of a hook for a horror film, which leaves one wondering how they managed to screw it up so badly."
m/the_last_voyage_of_the_demeter,Kimberley Elizabeth,FALSE,Nightmare on Film Street,Fresh,8/13/2023,... is The Last Voyage of the Demeter a shipwreck or a thrilling voyage? Let's call it a somewhat rocky journey that will leave some delighted and others reaching for the lifeboats.
m/the_last_voyage_of_the_demeter,Rene Sanchez,FALSE,Cine Sin Fronteras,Rotten,8/13/2023,"Despite its technical prowess and its effective visual aesthetics, this predictable voyage doesn't manage to generate any thrills."
m/the_last_voyage_of_the_demeter,Eric Marchen,FALSE,Rogers TV,Rotten,8/13/2023,"A tepid tale of terror aboard the ill-fated cargo ship that carried Dracula from Eastern Europe to Whitby, England kind of sucks."
m/the_last_voyage_of_the_demeter,David Fear,TRUE,Rolling Stone,Fresh,8/13/2023,"The type of project that manages to lift itself up above the fray by sheer will and chops, not to mention its determination to scratch a throwback-genre itch."
m/the_last_voyage_of_the_demeter,James Berardinelli,FALSE,ReelViews,Fresh,8/13/2023,"After decades of neutering, it's fun to once again encounter a vampire who is bestial and monstrous."
m/the_last_voyage_of_the_demeter,Chris Joyce,FALSE,Movies and Munchies (YouTube),Fresh,8/12/2023,"The makeup and practical effects are brilliantly executed, crafting gore and a creature that can fuel nightmares. While the pacing may be too slow in spots and this lacks a scary vibe, the acting and drama work to create a grimly dire film."
m/the_last_voyage_of_the_demeter,Michael A. Smith,FALSE,MediaMikes,Fresh,8/12/2023,"A perfect combination of gore and terror, 'The Last Voyage of the Demeter' is a trip you definitely want to take if you are a horror film fan."
m/the_last_voyage_of_the_demeter,Joe Friar,FALSE,Fort Worth Report,Fresh,8/12/2023,"A terrific cast led by Corey Hawkins, chilling visuals, and a terrifying Dracula make this voyage worth taking."
m/the_last_voyage_of_the_demeter,Sara Michelle Fetters,TRUE,MovieFreak.com,Fresh,8/12/2023,"The film is a great deal of insidious fun, and I have a sneaky suspicion that my fondness for it will only grow as I return to it again and again over the coming years."
m/the_last_voyage_of_the_demeter,Matthew Jackson,TRUE,AV Club,Fresh,8/12/2023,"It's not the best Dracula film you'll ever see, but it is a chilling new spin on the character, and a voyage horror fans will mostly be glad they took."
m/the_last_voyage_of_the_demeter,Adam Olinger,FALSE,Adam Does Movies (YouTube),Fresh,8/12/2023,"A formulaic yet effective take on the horror icon, Dracula. The Last Voyage of the Demeter nails the atmosphere, the creature design and the crew of this ship. An easy watch with potential for more in the future!"
m/the_last_voyage_of_the_demeter,John Urbancich,FALSE,JMuvies,Fresh,8/12/2023,"No yo-ho-ho's here, though, or bottles of rum, either, as told from just one chapter of the late-19th century, Bram Stoker novel that introduced the Prince of Darkness and, eventually, bloodsucking as a spectator sport."
m/the_last_voyage_of_the_demeter,Tanner Gordon,FALSE,Spectrum Culture,Rotten,8/12/2023,"As the charred and barren Demeter finally lands on English shores, it's hard not to get the sense that this underbaked and overlong film, like most of its crew, is largely dead on arrival."
m/the_last_voyage_of_the_demeter,Sarah Gopaul,FALSE,Digital Journal,Fresh,8/12/2023,Spanish creature actor Javier Botet does an excellent job capturing Dracula's unnatural movements and physique... accomplishing the complete opposite of Gary Oldman's sensual fiend.
m/the_last_voyage_of_the_demeter,David Griffiths,FALSE,Subculture Entertainment,Fresh,8/12/2023,Keeps the dark Gothic vibe of Bram Stoker's original work and doesn't give into the temptation of becoming too Hollywood.
m/the_last_voyage_of_the_demeter,Kevin Carr,FALSE,Fat Guys at the Movies,Rotten,8/11/2023,A great idea with few surprises and a muddled plot and murky cinematography.
m/the_last_voyage_of_the_demeter,Lisa Johnson Mandell,FALSE,AtHomeInHollywood.com,Fresh,8/11/2023,"Andre Ovredal directs, and while his palette is dark and murky and it's often hard to discern who's doing what to whom, he makes some terrifying choices that leave you wrecked, defying tired horror movie tropes."
m/the_last_voyage_of_the_demeter,Mike McGranaghan,FALSE,Aisle Seat,Fresh,8/11/2023,"A well-made, atmospheric chiller that nicely differentiates itself from other cinematic Dracula tales."
m/the_last_voyage_of_the_demeter,Tony Sokol,FALSE,Den of Geek,Rotten,8/11/2023,"The Last Voyage of the Demeter wants to be Alien on the high seas, but drifts into shark week."
m/the_last_voyage_of_the_demeter,Allison Rose,FALSE,FlickDirect,Fresh,8/11/2023,"Staying true to the mysticism and the horror of the novel, director Andre Ovredal offers the audience a slow burn that is perhaps a little too slow."
m/the_last_voyage_of_the_demeter,Jeremy Jahns,FALSE,JeremyJahns.com,Fresh,8/11/2023,"If you're a Dracula fan, you absolutely should watch it."
m/the_last_voyage_of_the_demeter,Damond Fudge,FALSE,"KCCI (Des Moines, IA)",Fresh,8/11/2023,"The Last Voyage of the Demeter is a slow burn, claustrophobic atmosphere piece punctuated by occasional gouts of blood."
m/the_last_voyage_of_the_demeter,Brittany Patrice Witherspoon,FALSE,Screen Rant,Rotten,8/11/2023,The Last Voyage of the Demeter showed promise early on but failed to capitalize on the inherent horrors of its story.
m/the_last_voyage_of_the_demeter,Andre Hereford,FALSE,"Metro Weekly (Washington, DC)",Rotten,8/11/2023,"'The Last Voyage of the Demeter' offers a few shudders and eye-catching creature effects, but sinks on its way to shore."
m/the_last_voyage_of_the_demeter,Matt Rodriguez,FALSE,Shakefire,Fresh,8/11/2023,"Told through the Captain's own logs, the horror film paints a brutal and bloodthirsty portrait of Dracula that is to be feared. The Last Voyage of the Demeter hits you like a stake through the heart; it's gruesome, scary, and unrelenting."
m/the_last_voyage_of_the_demeter,Jeff York,FALSE,The Establishing Shot,Fresh,8/11/2023,"It builds an ever-increasing sense of dread with each new scene, but even more impressive is how shrewd it is, filling the screen with smart characters, sly twists, and a sense of morality."
m/the_last_voyage_of_the_demeter,M.V. Moorhead,FALSE,"Less Hat, Moorhead",Rotten,8/11/2023,Smooth sailing it isn't.
m/the_last_voyage_of_the_demeter,Rex Reed,TRUE,Observer,Fresh,8/11/2023,It's all vigorously detailed and hair-raisingly enhanced with extraordinary computer-generated special effects.
m/the_last_voyage_of_the_demeter,Graeme Tuckett,FALSE,Stuff.co.nz,Fresh,8/11/2023,Voyage of the Demeter doesn't have enough scares to qualify as a great horror movie '“ and it is far too daft to work as a drama. But it scores as a showcase of technique and skills that are happily in resurgence.
m/the_last_voyage_of_the_demeter,Christopher Lloyd,FALSE,The Film Yap,Fresh,8/11/2023,"Stylish, creepy and very gory takeoff on Bram Stoker's Dracula, fleshing out his trip across the ocean to England."
m/the_last_voyage_of_the_demeter,Bilge Ebiri,TRUE,New York Magazine/Vulture,Fresh,8/11/2023,"What truly distinguishes Last Voyage of the Demeter, beyond its thick atmosphere of dread, is its gleeful cruelty, the delicious mean streak with which it sets up its suspense set pieces and its kills."
m/the_last_voyage_of_the_demeter,A.A. Dowd,TRUE,Digital Trends,Fresh,8/11/2023,It's B-movie pulp executed with just the right amount of Masterpiece Theatre classiness '” a refined monster mash.
m/the_last_voyage_of_the_demeter,Andrew Wyatt,FALSE,The Take-Up,Fresh,8/11/2023,"For genre devotees who are jonesing for the distinctive pleasures of a lushly produced, 1800s-set supernatural thriller, Ovredal's film will feel like a properly bloody steak dinner after a long, demoralizing fast."
m/the_last_voyage_of_the_demeter,Albert Williams,TRUE,Chicago Reader,Rotten,8/11/2023,"Predictable, gruesome, but unscary..."
m/the_last_voyage_of_the_demeter,Jeffrey Harris,FALSE,411mania,Rotten,8/11/2023,"A hackneyed, clunky script and dull, unappealing characters sink this experience shortly after it embarks. This Dracula has fangs, but they are softer than butter."
m/the_last_voyage_of_the_demeter,Leo Brady,FALSE,AMovieGuy.com,Fresh,8/11/2023,"The Last Voyage of the Demeter is a rocky trip, with moments that shock, moments that underwhelm, and a movie that I respect more than I loved. This Voyage had just enough bite to keep me aboard."
m/the_last_voyage_of_the_demeter,Rachel Ho,FALSE,Exclaim!,Fresh,8/11/2023,"Still, the Dracula-on-a-boat movie mostly delivers on the promise inherent in its premise."
m/the_last_voyage_of_the_demeter,Peter Sobczynski,TRUE,RogerEbert.com,Fresh,8/11/2023,An often striking take on the tale that makes up for what it lacks in surprise with a lot of style and some undeniably effective scare moments.
m/the_last_voyage_of_the_demeter,Julian Lytle,FALSE,Geek Girl Riot,Fresh,8/11/2023,"It was easy to follow and piqued my interest in something I haven't seen from a Dracula story. For me, that's a successful movie."
m/the_last_voyage_of_the_demeter,Rick Romancito,FALSE,The Taos News,Rotten,8/11/2023,"Despite its shortcomings, the cast is earnest, serious and willing to perform their roles as if this was the first time they were ever played ... despite what Ripley might say."
m/the_last_voyage_of_the_demeter,Aaron Peterson,FALSE,The Hollywood Outsider,Rotten,8/11/2023,"An intriguing idea, well-crafted and atmospheric, though its script unfortunately pits our fanged nightmare against a crew stacked with dimwitted short-sightedness. It is that one important piece that keeps this floating vessel from ever truly sailing."
m/the_last_voyage_of_the_demeter,Rosalie Kicks,FALSE,MovieJawn,Rotten,8/11/2023,"One thing is for sure, THE LAST VOYAGE OF THE DEMETER aka DRACULA BOAT is truly a horror as it showcases the behaviors of a terrible roommate. Dracula is a slob."
m/the_last_voyage_of_the_demeter,Sean Collier,FALSE,Pittsburgh Magazine,Fresh,8/11/2023,"There's a lovely, sad sense of adventure, as the beautiful sunsets and swashbuckling setting is flipped into a house of horrors."
m/the_last_voyage_of_the_demeter,Michael Gingold,FALSE,Rue Morgue Magazine,Fresh,8/11/2023,"Right from the start, Ovredal gives great atmosphere...as LAST VOYAGE becomes a claustrophobic survival saga akin to ALIEN or THE THING."
m/the_last_voyage_of_the_demeter,Mark Dujsik,FALSE,Mark Reviews Movies,Rotten,8/11/2023,"The central idea of The Last Voyage of the Demeter is too good to simply write off the movie... That approach, though, is simply too formulaic to give the movie too much credit..."
m/the_last_voyage_of_the_demeter,Odie Henderson,TRUE,Boston Globe,Fresh,8/11/2023,"This is good, fun summer fare, shot in ominous shades of darkness by cinematographers Roman Osin and Tom Stern and fueled by an effective score by Bear McCreary that isn't obtrusive."
m/the_last_voyage_of_the_demeter,Sonny Bunch,FALSE,The Bulwark,Rotten,8/11/2023,"Dracula himself ... is reduced to a run-of-the-mill boogeyman, little more than a leathery, silent monster who pops out of the shadows every once in a while when no one's bled onscreen for ten minutes."
m/the_last_voyage_of_the_demeter,Kurt Loder,FALSE,Creators Syndicate,Rotten,8/11/2023,"There was a time when Botet's slavering monster might have carried the picture by itself. But that was then, and this isn't."
m/the_last_voyage_of_the_demeter,Jonathan W. Hickman,FALSE,The Newnan Times-Herald,Rotten,8/11/2023,... the key players in 'Demeter' have very little agency. They cower and hide and die. It's dismal instead of thrilling and annoying instead of scary.
m/the_last_voyage_of_the_demeter,Julian Roman,FALSE,MovieWeb,Rotten,8/11/2023,The Last Voyage of the Demeter had the base elements to be terrifying. What we get is a painfully slow slog through tired genre tropes. The characters don't have an ounce of self-preservation or rationality.
m/the_last_voyage_of_the_demeter,Robert Kojder,FALSE,Flickering Myth,Fresh,8/11/2023,This Alien-inspied take on Dracula may not take full advantage of its premise and intriguing character dynamics but is elevated by dread and a strong ensemble injecting enough emotion to offset a subpar script
m/the_last_voyage_of_the_demeter,Charles Koplinski,FALSE,Reel Talk with Chuck and Pam,Rotten,8/11/2023,"Much like the titular vessel, Andre Ovredal's 'The Last Voyage of the Demeter' is doomed from the start."
m/the_last_voyage_of_the_demeter,Avi Offer,FALSE,NYC Movie Guru,Rotten,8/11/2023,"Atmospheric and gritty, but bloated, tedious and unimaginative without enough suspense, scares or imagination to sink your teeth into."
m/the_last_voyage_of_the_demeter,Alachia Queen,FALSE,Alachia Queen,Rotten,8/11/2023,A completely generic color by number horror film that does such a disservice to the Dracula brand.
m/the_last_voyage_of_the_demeter,Kyle Anderson,FALSE,Nerdist,Rotten,8/11/2023,"If you want a mindless escape with a monster and some jump scares, The Last Voyage of the Demeter is plenty fine. If you wanted a truly fresh take on cinema's most enduring creature of the night, keep looking."
m/the_last_voyage_of_the_demeter,Valerie Complex,TRUE,Deadline Hollywood Daily,Rotten,8/11/2023,Another backdoor pilot to upstart a Cinematic Monster Universe that may never come to fruition.
m/the_last_voyage_of_the_demeter,Nell Minow,TRUE,Movie Mom,Rotten,8/11/2023,"The title that gives away the ending away. That is a good thing if what you are looking for is seeing the ship's crew picked off one by one, signaled with ominous music. Otherwise, skip it."
m/the_last_voyage_of_the_demeter,Victoria Alexander,FALSE,FilmsInReview.com,Fresh,8/11/2023,A perfect addition to the Dracula oeuvre. He's at the top of the hierarchy of monsters and we wanted to see what happened on Dracula's journey to London.
m/the_last_voyage_of_the_demeter,Russ Simmons,FALSE,KKFI-FM (Kansas City),Rotten,8/11/2023,"An impressive cast and strong production values boost this claustrophobic chiller, but the fact that we know the outcome saps it of some of its potency."
m/the_last_voyage_of_the_demeter,Kristen Lopez,TRUE,TheWrap,Rotten,8/10/2023,There's just nothing about this interpretation of the character that makes him stand out as Count...Dracula versus just another standard vampire
m/the_last_voyage_of_the_demeter,Sean Mulvihill,FALSE,Mulviews,Rotten,8/10/2023,The Last Voyage of the Demeter has plenty of atmospheric dread yet isn't scary nor fun enough to really captivate the audience.
m/the_last_voyage_of_the_demeter,Carla Hay,FALSE,Culture Mix,Rotten,8/10/2023,"Considering the large number of vampire movies that exist, The Last Voyage of the Demeter is as creatively comatose as a vampire victim drained of blood. It takes entirely too long to get to any real action in this story, which is a dull mess of cliches."
m/the_last_voyage_of_the_demeter,Elliott Collins,FALSE,Movie Files,Rotten,8/10/2023,"It does a good job of creating a creepy atmospheric environment and stays consistent in tone. Performances evaluate this VERY blend narrative but. This chapter of a novel falls short in many ways, one being the story which doesn't support the runtime."
m/the_last_voyage_of_the_demeter,Derek Smith,TRUE,Slant Magazine,Rotten,8/10/2023,"The film suggests a gene splice of a slasher flick and supernatural horror. But as enticing as that combination may sound, Andre Ovredal's rendering of it is as bland and listless as the blues and grays that dominate the film's color palette."
m/the_last_voyage_of_the_demeter,Maggie Lovitt,FALSE,Millennial Falcon Reviews,Fresh,8/10/2023,"The Last Voyage of the Demeter is a deliciously terrifying vampire tale, which is fully immersed in the tumultuous terror of suspense. Hawkins is the film's most vital asset and the reason it soars beyond its hampered potential."
m/the_last_voyage_of_the_demeter,Kristy Puchko,TRUE,Mashable,Rotten,8/10/2023,"I admire the ambition...yet, I was unable to enjoy the ride for what it was, too caught up in where it might have gone"
m/the_last_voyage_of_the_demeter,Sarah Hagi,TRUE,Globe and Mail,Fresh,8/10/2023,"What will be this summer's ideal passive thrill, the type of film you go to see on a lazy afternoon that is just fine and a little fun? Look no further than The Last Voyage of the Demeter."
m/the_last_voyage_of_the_demeter,Johnny Oleksinski,TRUE,New York Post,Rotten,8/10/2023,"Bram Stoker wrote 'Dracula' 126 years ago '” somehow, Hollywood is still screwing it up."
m/the_last_voyage_of_the_demeter,Frank Swietek,FALSE,One Guy's Opinion,Rotten,8/10/2023,"A surprisingly handsome picture, but not an especially invigorating or frightening one....the repetitiveness extracts the tension from the stately-paced movie as surely as Dracula drains the blood from his victims."
m/the_last_voyage_of_the_demeter,Joshua Rivera,FALSE,Polygon,Rotten,8/10/2023,"It's a film with no vision, a puzzling adaptation that's so straightforward, viewers might believe every beat comes from Stoker's novel and not a screenplay imagining what happened between the pages."
m/the_last_voyage_of_the_demeter,Mathew DeKinder,FALSE,Mat's Entertainment,Fresh,8/10/2023,"The Last Voyage of the Demeter' doesn't arrive in port fully intact, but it does work as a scary little summertime distraction."
m/the_last_voyage_of_the_demeter,Benjamin Lee,TRUE,Guardian,Rotten,8/10/2023,"It's ultimately a doomed voyage: for the crew, for the audience and for Universal's monster movie strategy at large."
m/the_last_voyage_of_the_demeter,Emmanuel Noisette,FALSE,The Movie Blog,Fresh,8/10/2023,The Last Voyage of the Demeter is a commendable addition to the extensive Dracula cinematic canon.
m/the_last_voyage_of_the_demeter,Brian Eggert,FALSE,Deep Focus Review,Fresh,8/10/2023,"Effective in its claustrophobic setup and how it considers a minor section of literary history, the film may pleasantly surprise those who are curious."
m/the_last_voyage_of_the_demeter,Fred Topel,FALSE,United Press International,Fresh,8/10/2023,"The style of Demeter feels like it could fit right in the middle of Francis Ford Coppola's 1992 Dracula adaptation. It's not as lavish as Coppola's, but there's no other Universal Dracula movie in this sort of grounded, realistic seafaring style."
m/the_last_voyage_of_the_demeter,Joseph Robinson,FALSE,Fish Jelly Films (YouTube),Rotten,8/10/2023,I would have rather watched a film called The Last Voyage of Damita Jo - A Halftime Show.
m/the_last_voyage_of_the_demeter,Mike Massie,FALSE,Gone With The Twins,Rotten,8/10/2023,"This is an uncommonly intense, ferocious vision of the classic monstrosity."
m/the_last_voyage_of_the_demeter,Jordan Hoffman,TRUE,The Messenger,Rotten,8/10/2023,"Last Voyage, despite the presence of Dracula flapping his wings from the top sail of a boat, is caught in a miasma of gloom. It's just not fun!"
m/the_last_voyage_of_the_demeter,Natalia Winkelman,TRUE,New York Times,Rotten,8/10/2023,"Horror heads are accustomed to screeching at the screen, 'Don't go in the basement!' In 'The Last Voyage of the Demeter,' I found myself inclined toward the reverse exclamation: 'Just go below deck and kill him already!'"
m/the_last_voyage_of_the_demeter,Soren Andersen,TRUE,Seattle Times,Rotten,8/10/2023,"Demeter is a surprisingly conventional horror picture, a haunted house at sea with less-than-compelling characters."
m/the_last_voyage_of_the_demeter,G. Allen Johnson,TRUE,San Francisco Chronicle,Rotten,8/10/2023,"A game cast filled with familiar faces and an eye-popping production design by Edward Thomas keeps 'The Last Voyage of the Demeter' afloat for much of its two-hour running time, but the movie is eventually scuttled by the screenplay..."
m/the_last_voyage_of_the_demeter,Richard Crouse,FALSE,Richard Crouse,Fresh,8/10/2023,"Built of tension and fear, it makes for an old-fashioned fright fest. It's a little heavy handed in its final moments, as it attempts to set up a sequel, but if the next one is as elemental and frightening as this one, I'm in."
m/the_last_voyage_of_the_demeter,Lee McCoy,FALSE,DrumDums,Fresh,8/10/2023,"What works is a cast of interesting sea mates, a female stow away who none of them trust, and a VICIOUS Dracula. He's not the woman wooing Casanova. This is strictly SURVIVAL. He's a monster, a creature. And it's glorious to witness."
m/the_last_voyage_of_the_demeter,J Hurtado,FALSE,ScreenAnarchy,Fresh,8/10/2023,The Last Voyage of the Demeter is ... a hugely enjoyable creature feature that brings fresh blood to one of cinema's grandest villains.
m/the_last_voyage_of_the_demeter,Prabhjot Bains,FALSE,The Hollywood Handle,Fresh,8/10/2023,"Though hampered by some uninspired choices, 'The Last Voyage of Demeter' is a sturdy exercise in atmospheric thrills and a lived-in setting, one that puts a fresh, imposing spin on an age-old figure."
m/the_last_voyage_of_the_demeter,Tessa Smith,FALSE,Mama's Geeky,Rotten,8/10/2023,"Sounds horrifying and entertaining on paper, but unfortunately it falls flat after making several mistakes, including showing far too much of Dracula to allow him to remain scary and suspenseful."
m/the_last_voyage_of_the_demeter,Matt Donato,FALSE,IGN Movies,Fresh,8/10/2023,"The Last Voyage of the Demeter should delight horror fans raised on Boris Karloff and Bela Lugosi, and offers an R-rated bite of vampiric brutality for genre fans with a stronger bloodlust."
m/the_last_voyage_of_the_demeter,Aaron White,FALSE,Feelin' Film Podcast,Fresh,8/10/2023,"Exquisite atmosphere and production design highlight a lean & mean imagining of this chapter in Bram Stoker's classic novel. Dracula is not sexy and sinister, but a monstrous supernatural evil vampire. Truly terrifying for a crew trying to survive at sea."
m/the_last_voyage_of_the_demeter,Michael Balderston,FALSE,What To Watch,Rotten,8/10/2023,"While there's a base level of enjoyment to be had with The Last Voyage of the Demeter, it is not a vital addition to the legend of Dracula. Instead, a promising premise gets a mediocre telling with nothing for audiences to really sink their teeth into."
m/the_last_voyage_of_the_demeter,Meagan Navarro,TRUE,Bloody Disgusting,Fresh,8/10/2023,"Rich world-building, impressive scale, a commitment to practical effects, and fully realized characters ground the increasingly claustrophobic, grim tale set at sea."
m/the_last_voyage_of_the_demeter,Neil Pond,FALSE,Neil's Entertainment Picks,Rotten,8/10/2023,"A B-movie about the big D, the original OG of the Undead, it reminds us there's still plenty of life left in this ol' bat."
m/the_last_voyage_of_the_demeter,Zach Pope,FALSE,Zach Pope Reviews,Fresh,8/10/2023,"Not a bad watch, an entertaining one at that. Javiar is TERRIFYING as Dracula and Corey Hawkin's performance is PHENOMENAL! I just wish the script was a bit stronger."
m/the_last_voyage_of_the_demeter,Ethan Vestby,FALSE,The Film Stage,Rotten,8/10/2023,The film's chief problem is that showing the creature too much and too early removes much tension from the proceedings.
m/the_last_voyage_of_the_demeter,Kevin A. Ranson,FALSE,MovieCrypt.com,Fresh,8/10/2023,"Blood-curdlingly delicious. Dracula fans, vampire fans, and good ol' horror fans will eat this up; the foregone conclusion lets the imagination of the storytellers run wild, and there are things so much worse than death."
m/the_last_voyage_of_the_demeter,Adam Graham,TRUE,Detroit News,Rotten,8/10/2023,"Andre Ovredal works with handsome production design on board the ship, but Demeter never feels like anything but a doomed voyage."
m/the_last_voyage_of_the_demeter,Frank Scheck,TRUE,The Hollywood Reporter,Rotten,8/10/2023,You'll be longing for a lifeboat.
